"emp_no","first_name","last_name","title","from_date","to_date"
102152,"Pantung","Ozery","Assistant Engineer","1988-01-14","1995-01-14"
102152,"Pantung","Ozery","Engineer","1995-01-14","1998-07-02"
102153,"Danel","Lukaszewicz","Senior Staff","1986-07-01","9999-01-01"
102159,"Bedir","Ossenbruggen","Senior Engineer","1997-08-26","9999-01-01"
102162,"Nevin","Fujisaki","Engineer","1987-01-26","1993-01-25"
102162,"Nevin","Fujisaki","Senior Engineer","1993-01-25","9999-01-01"
102180,"Demos","Waschkowski","Senior Staff","1993-07-28","9999-01-01"
102180,"Demos","Waschkowski","Staff","1988-07-28","1993-07-28"
102187,"Fumiya","Eickenmeyer","Senior Staff","2001-09-07","9999-01-01"
102187,"Fumiya","Eickenmeyer","Staff","1992-09-07","2001-09-07"
102188,"Jaques","Passafiume","Senior Staff","1992-02-20","9999-01-01"
102189,"Palash","Szilard","Engineer","1993-02-25","2001-02-25"
102189,"Palash","Szilard","Senior Engineer","2001-02-25","9999-01-01"
102191,"Nikolaos","Menyhert","Senior Engineer","1987-11-26","9999-01-01"
102193,"Tadahiro","Halloran","Senior Staff","1989-10-09","9999-01-01"
102199,"Karlis","Ghalwash","Engineer","1993-01-27","1998-01-27"
102199,"Karlis","Ghalwash","Senior Engineer","1998-01-27","9999-01-01"
102201,"Valter","Plavsic","Senior Engineer","1989-04-21","9999-01-01"
102202,"Nitsan","Iivonen","Engineer","1998-11-06","9999-01-01"
102208,"Sudhanshu","Ciolek","Engineer","1994-02-23","2001-02-23"
102208,"Sudhanshu","Ciolek","Senior Engineer","2001-02-23","9999-01-01"
102212,"Isaac","Bratten","Technique Leader","1999-03-08","9999-01-01"
102214,"Adib","Perng","Senior Staff","1995-11-01","1998-02-23"
102214,"Adib","Perng","Staff","1990-11-01","1995-11-01"
102217,"Christ","Luks","Senior Engineer","1985-08-15","9999-01-01"
102219,"Pranav","Swiler","Engineer","1990-09-24","1996-09-23"
102219,"Pranav","Swiler","Senior Engineer","1996-09-23","9999-01-01"
102220,"Deborah","Poehlman","Technique Leader","1988-06-11","9999-01-01"
102221,"Manibrata","Orlowska","Senior Engineer","1991-10-12","9999-01-01"
102225,"Stella","Peral","Senior Staff","1990-12-07","1999-09-26"
102228,"Udaiprakash","Nannarelli","Senior Staff","1993-11-11","9999-01-01"
102228,"Udaiprakash","Nannarelli","Staff","1987-11-12","1993-11-11"
102231,"Leaf","Belinskaya","Engineer","1999-01-05","9999-01-01"
102232,"Roded","Kaiser","Senior Staff","1993-06-21","9999-01-01"
102232,"Roded","Kaiser","Staff","1988-06-21","1993-06-21"
102233,"Xiadong","Chepyzhov","Senior Staff","1999-04-16","2002-07-15"
102237,"Stafford","Domenig","Senior Staff","1991-11-02","9999-01-01"
102239,"Jaroslava","Seuren","Engineer","1996-07-11","2001-11-08"
102240,"Shmuel","Rodite","Engineer","1988-07-22","1996-07-22"
102240,"Shmuel","Rodite","Senior Engineer","1996-07-22","9999-01-01"
102249,"Bodo","Wallrath","Technique Leader","1996-12-01","2000-03-10"
102252,"Karlis","Chiodo","Senior Staff","1996-07-08","9999-01-01"
102253,"Pradeep","Koblitz","Staff","1993-10-25","9999-01-01"
102257,"Stella","Tsukune","Engineer","1986-07-28","1991-07-28"
102257,"Stella","Tsukune","Senior Engineer","1991-07-28","9999-01-01"
102263,"Ronghao","Wossner","Engineer","1995-02-05","2001-02-04"
102263,"Ronghao","Wossner","Senior Engineer","2001-02-04","9999-01-01"
102264,"Koldo","Olano","Engineer","1995-01-15","1998-11-29"
102266,"Mohan","Undy","Senior Engineer","1995-05-05","1997-09-07"
102277,"Danae","Riexinger","Assistant Engineer","1991-10-31","1999-10-31"
102277,"Danae","Riexinger","Engineer","1999-10-31","9999-01-01"
102280,"Elvis","Sgarro","Senior Staff","1997-07-28","1998-06-06"
102283,"Elzbieta","Terwilliger","Engineer","2000-01-19","9999-01-01"
102286,"Cedric","Chachaty","Senior Staff","1993-06-08","9999-01-01"
102286,"Cedric","Chachaty","Staff","1988-06-08","1993-06-08"
102288,"Babette","Kusalik","Senior Staff","2000-05-05","9999-01-01"
102288,"Babette","Kusalik","Staff","1995-05-06","2000-05-05"
102289,"Jaber","Simkin","Staff","1997-12-07","9999-01-01"
102292,"Fumiyo","Peltason","Technique Leader","1987-10-28","9999-01-01"
102296,"Valery","Baba","Engineer","1998-04-07","9999-01-01"
102298,"Tianruo","Selenyi","Engineer","2000-01-26","9999-01-01"
102302,"Tomoyuki","Wilfing","Senior Engineer","1998-06-02","9999-01-01"
102314,"Anneli","Maliniak","Engineer","1998-04-19","9999-01-01"
102320,"Bangqing","Sichman","Assistant Engineer","1989-02-23","1994-02-23"
102320,"Bangqing","Sichman","Engineer","1994-02-23","1999-02-23"
102320,"Bangqing","Sichman","Senior Engineer","1999-02-23","9999-01-01"
102322,"Garnet","Pesch","Engineer","1999-07-25","9999-01-01"
102323,"Baruch","Iivonen","Engineer","1992-09-28","1994-09-20"
102327,"Erez","Sadowski","Senior Staff","2000-04-08","9999-01-01"
102327,"Erez","Sadowski","Staff","1991-04-09","2000-04-08"
102333,"Kendra","Stamatiou","Senior Staff","1994-03-05","1996-02-05"
102333,"Kendra","Stamatiou","Staff","1985-03-05","1994-03-05"
102336,"Frazer","Schlenzig","Engineer","1985-06-14","1991-06-14"
102336,"Frazer","Schlenzig","Senior Engineer","1991-06-14","9999-01-01"
102347,"Remzi","Vural","Senior Engineer","1991-08-03","9999-01-01"
102348,"Chaitali","Francisci","Technique Leader","1995-02-25","9999-01-01"
102349,"Shigeichiro","Whitcomb","Engineer","1999-10-20","9999-01-01"
102351,"Jaana","Thebaut","Senior Staff","1997-11-05","9999-01-01"
102351,"Jaana","Thebaut","Staff","1992-11-05","1997-11-05"
102353,"Elrique","Veccia","Staff","1986-07-03","1992-07-14"
102355,"Hailing","Straney","Assistant Engineer","1994-02-24","2000-02-24"
102355,"Hailing","Straney","Engineer","2000-02-24","9999-01-01"
102363,"Malu","Portugali","Staff","1998-04-13","9999-01-01"
102371,"Chenxi","Chenoweth","Senior Staff","1995-09-29","9999-01-01"
102371,"Chenxi","Chenoweth","Staff","1987-09-29","1995-09-29"
102372,"Maik","Jahnichen","Senior Engineer","1990-01-12","9999-01-01"
102373,"Marke","Muhling","Staff","1994-11-02","9999-01-01"
102385,"Mountaz","Sidou","Engineer","1986-08-13","1993-08-13"
102385,"Mountaz","Sidou","Senior Engineer","1993-08-13","9999-01-01"
102388,"Takanari","Ponthieu","Staff","1992-09-17","1997-02-10"
102389,"Maia","Macedo","Technique Leader","1997-06-21","1998-12-14"
102390,"Sergi","Malinowski","Engineer","1994-02-25","2000-02-25"
102390,"Sergi","Malinowski","Senior Engineer","2000-02-25","9999-01-01"
102394,"Qiwen","Demri","Senior Staff","1995-01-25","9999-01-01"
102395,"Kitty","Massonet","Senior Staff","1998-05-17","9999-01-01"
102395,"Kitty","Massonet","Staff","1990-05-17","1998-05-17"
102396,"Jinpo","Macedo","Engineer","1999-08-22","9999-01-01"
102397,"Nadjib","Ravishankar","Technique Leader","1994-05-13","9999-01-01"
102398,"Jiann","Ossenbruggen","Engineer","1998-01-06","9999-01-01"
102401,"Mark","Rathonyi","Engineer","1996-05-08","1998-07-16"
102403,"Tua","Heystek","Senior Staff","1989-08-12","1996-09-24"
102405,"Kagan","Danlos","Senior Staff","2000-12-29","9999-01-01"
102405,"Kagan","Danlos","Staff","1995-12-30","2000-12-29"
102407,"Masami","Falster","Engineer","1998-10-10","9999-01-01"
102410,"Boalin","Alpay","Staff","1986-10-17","1990-09-23"
102415,"Oguz","Basart","Senior Engineer","1991-03-15","9999-01-01"
102417,"Erzsebet","Zambonelli","Staff","1999-10-30","9999-01-01"
102423,"Kazuhiko","Sridhar","Senior Staff","1997-01-20","9999-01-01"
102423,"Kazuhiko","Sridhar","Staff","1988-01-21","1997-01-20"
102427,"Idoia","Rindone","Senior Staff","1998-05-05","9999-01-01"
102430,"Mamdouh","Openshaw","Assistant Engineer","1985-10-08","1990-10-08"
102430,"Mamdouh","Openshaw","Engineer","1990-10-08","1995-05-31"
102431,"Yaghout","Uludag","Engineer","1997-09-06","9999-01-01"
102433,"Arch","Peek","Senior Staff","1995-03-31","9999-01-01"
102433,"Arch","Peek","Staff","1987-03-31","1995-03-31"
102436,"Takahira","Puppe","Technique Leader","1996-01-08","1998-08-12"
102440,"Yucai","Farrow","Senior Staff","1988-06-20","9999-01-01"
102450,"Elgin","Krupka","Engineer","1985-04-14","1993-04-14"
102450,"Elgin","Krupka","Senior Engineer","1993-04-14","9999-01-01"
102451,"Vugranam","Harbusch","Engineer","1996-07-19","9999-01-01"
102454,"Pranas","Peak","Engineer","1996-11-18","2000-07-29"
102456,"Leni","Kaminger","Staff","1993-07-21","1998-02-23"
102460,"Hideyuki","Welham","Staff","1996-10-31","9999-01-01"
102465,"IEEE","Chiola","Senior Staff","1987-12-28","9999-01-01"
102467,"Huei","Stanger","Engineer","1996-12-05","9999-01-01"
102469,"Isaac","Clouatre","Assistant Engineer","1990-12-21","1991-06-20"
102470,"Xiaoheng","Back","Senior Staff","2001-10-29","9999-01-01"
102470,"Xiaoheng","Back","Staff","1993-10-30","2001-10-29"
102476,"Insup","Tokunaga","Engineer","1993-02-22","1999-02-22"
102476,"Insup","Tokunaga","Senior Engineer","1999-02-22","1999-06-18"
102479,"Serap","Facello","Senior Staff","1986-06-29","9999-01-01"
102483,"Qingxiang","Boissier","Engineer","1993-06-07","2002-06-07"
102483,"Qingxiang","Boissier","Senior Engineer","2002-06-07","9999-01-01"
102488,"Zeljko","Lambe","Staff","1995-05-11","1997-05-07"
102491,"Arnd","Lortz","Senior Engineer","1986-05-01","1991-02-27"
102492,"Piyawadee","Desikan","Engineer","1993-09-16","1999-09-16"
102492,"Piyawadee","Desikan","Senior Engineer","1999-09-16","9999-01-01"
102494,"Heping","Rosiles","Staff","1995-12-08","9999-01-01"
102496,"Ayonca","Hiraishi","Engineer","1985-07-06","1994-07-06"
102496,"Ayonca","Hiraishi","Senior Engineer","1994-07-06","9999-01-01"
102513,"Augustine","Salvesen","Senior Engineer","1993-04-02","9999-01-01"
102514,"Arne","Huttel","Senior Engineer","1986-09-12","9999-01-01"
102515,"Elvis","Quaggetto","Engineer","1985-03-04","1986-03-17"
102516,"Aimee","Khalid","Senior Staff","1999-07-08","9999-01-01"
102516,"Aimee","Khalid","Staff","1990-07-08","1999-07-08"
102518,"Mantis","Hofman","Engineer","1992-12-27","1999-12-28"
102518,"Mantis","Hofman","Senior Engineer","1999-12-28","9999-01-01"
102519,"Mabo","Picel","Engineer","1992-02-06","1998-02-05"
102519,"Mabo","Picel","Senior Engineer","1998-02-05","9999-01-01"
102520,"Tetsurou","Remmers","Engineer","1986-04-16","1995-04-16"
102520,"Tetsurou","Remmers","Senior Engineer","1995-04-16","9999-01-01"
102524,"King","Kilgour","Senior Staff","1998-08-13","9999-01-01"
102524,"King","Kilgour","Staff","1993-08-13","1998-08-13"
102529,"Waiman","Manders","Senior Staff","2002-04-06","9999-01-01"
102529,"Waiman","Manders","Staff","1994-04-07","2002-04-06"
102533,"Thanasis","Rehfuss","Staff","1997-01-11","2001-12-10"
102534,"Niteen","Servieres","Engineer","1997-07-21","9999-01-01"
102539,"Aram","Ozeki","Engineer","1995-12-30","2000-12-29"
102539,"Aram","Ozeki","Senior Engineer","2000-12-29","9999-01-01"
102541,"Arnould","Gaughan","Staff","1993-05-12","1995-09-09"
102542,"Subbu","Theuretzbacher","Senior Staff","2000-11-11","9999-01-01"
102542,"Subbu","Theuretzbacher","Staff","1992-11-11","2000-11-11"
102544,"Naraig","Toyoshima","Engineer","1990-07-10","1997-07-10"
102544,"Naraig","Toyoshima","Senior Engineer","1997-07-10","9999-01-01"
102545,"Tommaso","Nourani","Senior Staff","2001-06-20","9999-01-01"
102545,"Tommaso","Nourani","Staff","1993-06-20","2001-06-20"
102548,"Tokuyasu","Kragelund","Senior Engineer","1997-04-07","9999-01-01"
102550,"Magy","Stassinopoulos","Engineer","1997-06-16","2001-07-22"
102552,"Danai","Delgrande","Senior Staff","1997-11-06","9999-01-01"
102552,"Danai","Delgrande","Staff","1990-11-06","1997-11-06"
102553,"Aria","Taubenfeld","Engineer","1992-12-20","1998-12-20"
102553,"Aria","Taubenfeld","Senior Engineer","1998-12-20","9999-01-01"
102572,"Palash","Vernadat","Senior Engineer","1993-09-17","9999-01-01"
102574,"Kankanahalli","Macedo","Engineer","1989-10-04","1994-10-04"
102574,"Kankanahalli","Macedo","Senior Engineer","1994-10-04","1996-09-06"
102577,"Baziley","Kilgore","Engineer","1996-07-31","2001-07-31"
102577,"Baziley","Kilgore","Senior Engineer","2001-07-31","9999-01-01"
102580,"Shawna","Siepmann","Senior Staff","1995-08-21","9999-01-01"
102580,"Shawna","Siepmann","Staff","1989-08-21","1995-08-21"
102591,"Adas","Undy","Staff","1995-01-04","1995-10-15"
102597,"Waiman","Vidal","Engineer","1990-02-06","1997-02-06"
102597,"Waiman","Vidal","Senior Engineer","1997-02-06","9999-01-01"
102605,"Chinhyun","Basart","Engineer","1985-11-13","1993-11-13"
102605,"Chinhyun","Basart","Senior Engineer","1993-11-13","1998-03-03"
102608,"Subbu","Thummel","Senior Staff","1996-03-13","1997-04-06"
102608,"Subbu","Thummel","Staff","1989-03-13","1996-03-13"
102609,"Chaoyi","Felder","Assistant Engineer","1990-08-09","1997-08-09"
102609,"Chaoyi","Felder","Engineer","1997-08-09","9999-01-01"
102615,"Xiaoheng","Rodham","Senior Engineer","1999-07-10","9999-01-01"
102616,"Gennadi","Lores","Engineer","1999-04-21","9999-01-01"
102621,"Jingling","Erez","Staff","1996-09-01","9999-01-01"
102625,"Marko","Schieder","Engineer","1990-09-20","1998-09-20"
102625,"Marko","Schieder","Senior Engineer","1998-09-20","9999-01-01"
102627,"Bedrich","Businaro","Engineer","1993-07-03","2001-07-03"
102627,"Bedrich","Businaro","Senior Engineer","2001-07-03","9999-01-01"
102628,"Piyawadee","Zastre","Senior Staff","1994-10-16","9999-01-01"
102630,"Chiradeep","Schnabel","Engineer","1997-01-13","1999-05-26"
102631,"Tru","Harbusch","Senior Staff","1990-10-13","9999-01-01"
102632,"Caolyn","Radwan","Engineer","1986-08-22","1993-08-22"
102632,"Caolyn","Radwan","Senior Engineer","1993-08-22","9999-01-01"
102642,"Prasadram","Zongker","Engineer","1998-07-16","9999-01-01"
102646,"Randi","Zaccaria","Engineer","1997-12-16","2001-11-13"
102654,"Gregory","Makinen","Technique Leader","1987-03-20","9999-01-01"
102660,"Guttorm","Kavraki","Engineer","1989-03-28","1997-03-28"
102660,"Guttorm","Kavraki","Senior Engineer","1997-03-28","9999-01-01"
102661,"Arlette","Ranta","Engineer","1998-07-17","9999-01-01"
102662,"Aiman","Kolinko","Senior Staff","1995-08-02","9999-01-01"
102665,"Baruch","Linnainmaa","Engineer","1995-12-01","2001-11-30"
102665,"Baruch","Linnainmaa","Senior Engineer","2001-11-30","9999-01-01"
102673,"Stamatina","Vigier","Senior Staff","2001-06-11","9999-01-01"
102673,"Stamatina","Vigier","Staff","1996-06-11","2001-06-11"
102675,"Kiyomitsu","Rando","Engineer","1993-08-03","1999-08-03"
102675,"Kiyomitsu","Rando","Senior Engineer","1999-08-03","9999-01-01"
102676,"Aksel","Ariola","Senior Engineer","1990-08-21","9999-01-01"
102677,"Huei","Karcich","Engineer","1986-11-28","1995-11-28"
102677,"Huei","Karcich","Senior Engineer","1995-11-28","9999-01-01"
102678,"Junichi","Szemeredi","Senior Staff","1997-09-16","9999-01-01"
102678,"Junichi","Szemeredi","Staff","1989-09-16","1997-09-16"
102681,"Hirochika","Braccini","Engineer","1989-08-08","1997-08-08"
102681,"Hirochika","Braccini","Senior Engineer","1997-08-08","1999-02-17"
102682,"Oscar","Reutenauer","Senior Staff","1989-11-11","9999-01-01"
102689,"Karlis","Merkl","Senior Staff","1994-03-25","1995-11-23"
102689,"Karlis","Merkl","Staff","1986-03-25","1994-03-25"
102692,"Saniya","Lindenbaum","Staff","1997-07-02","9999-01-01"
102700,"Juichirou","Hedayat","Engineer","1994-06-13","2001-06-13"
102700,"Juichirou","Hedayat","Senior Engineer","2001-06-13","9999-01-01"
102702,"Olivera","Ferriere","Staff","1996-12-06","2001-12-03"
102703,"Yechiam","Radivojevic","Engineer","1992-07-10","2000-07-10"
102703,"Yechiam","Radivojevic","Senior Engineer","2000-07-10","9999-01-01"
102704,"Slavian","Andreotta","Senior Staff","1991-03-29","9999-01-01"
102704,"Slavian","Andreotta","Staff","1985-03-29","1991-03-29"
102707,"Junichi","Back","Senior Staff","1995-11-10","9999-01-01"
102707,"Junichi","Back","Staff","1990-11-10","1995-11-10"
102708,"Xinglin","Marletta","Senior Staff","1997-02-21","9999-01-01"
102708,"Xinglin","Marletta","Staff","1988-02-22","1997-02-21"
102710,"Divier","Szmurlo","Engineer","1986-04-11","1995-04-11"
102710,"Divier","Szmurlo","Senior Engineer","1995-04-11","9999-01-01"
102712,"Pohua","Ventosa","Staff","1987-02-15","1987-06-14"
102722,"Mong","Kopetz","Engineer","1998-09-08","9999-01-01"
102727,"Kiyomitsu","Raczkowsky","Senior Staff","1998-04-08","9999-01-01"
102727,"Kiyomitsu","Raczkowsky","Staff","1990-04-08","1998-04-08"
102728,"Make","Jiang","Staff","1997-05-03","9999-01-01"
102733,"Marie","Angiulli","Senior Staff","1991-09-10","9999-01-01"
102733,"Marie","Angiulli","Staff","1985-09-10","1991-09-10"
102737,"Fabrizio","Mitina","Engineer","1985-07-25","1992-07-25"
102737,"Fabrizio","Mitina","Senior Engineer","1992-07-25","9999-01-01"
102738,"Ramya","Tchuente","Senior Staff","1995-04-13","9999-01-01"
102738,"Ramya","Tchuente","Staff","1987-04-13","1995-04-13"
102740,"Guenter","Gide","Senior Engineer","1988-01-16","9999-01-01"
102741,"Palash","Naumovich","Senior Staff","2000-03-30","9999-01-01"
102741,"Palash","Naumovich","Staff","1994-03-31","2000-03-30"
102742,"Raimond","Kruskal","Engineer","1994-11-15","9999-01-01"
102747,"Lorien","Gecsei","Engineer","1994-10-27","1999-10-27"
102747,"Lorien","Gecsei","Senior Engineer","1999-10-27","1999-12-25"
102748,"Bernd","Farris","Engineer","1996-09-08","9999-01-01"
102754,"Mohua","Huhdanpaa","Senior Engineer","1989-10-01","9999-01-01"
102756,"Chirstian","Marsiglia","Engineer","1996-01-18","1997-06-02"
102757,"Arno","Pardalos","Senior Engineer","1985-04-25","9999-01-01"
102759,"Izaskun","Sadowski","Senior Staff","2001-09-13","9999-01-01"
102759,"Izaskun","Sadowski","Staff","1993-09-13","2001-09-13"
102762,"Josyula","Setlzner","Senior Staff","1988-02-26","9999-01-01"
102764,"Marsja","Siochi","Staff","1998-10-15","9999-01-01"
102765,"Arnould","Lipner","Senior Staff","1991-05-13","9999-01-01"
102765,"Arnould","Lipner","Staff","1985-05-13","1991-05-13"
102766,"Guiseppe","Dechter","Assistant Engineer","1987-05-07","1996-05-06"
102766,"Guiseppe","Dechter","Engineer","1996-05-06","9999-01-01"
102768,"Gretta","Conti","Staff","1999-12-22","9999-01-01"
102777,"Fumiko","Stille","Engineer","1988-12-17","1994-12-17"
102777,"Fumiko","Stille","Senior Engineer","1994-12-17","9999-01-01"
102778,"Bernice","Mitchem","Senior Engineer","1988-08-16","9999-01-01"
102779,"Guangming","Serov","Engineer","1997-11-24","9999-01-01"
102786,"Jaana","Maierhofer","Senior Staff","1998-11-13","9999-01-01"
102786,"Jaana","Maierhofer","Staff","1989-11-14","1998-11-13"
102790,"Shigeu","Samarati","Engineer","1985-09-12","1994-09-12"
102790,"Shigeu","Samarati","Senior Engineer","1994-09-12","2001-12-31"
102793,"Joydip","Benzaken","Engineer","1988-11-09","1994-11-09"
102793,"Joydip","Benzaken","Senior Engineer","1994-11-09","9999-01-01"
102795,"Vincent","Oxenboll","Senior Engineer","1999-05-26","9999-01-01"
102796,"Sanjai","Kroon","Engineer","1989-11-10","1996-07-03"
102801,"Chanjung","Chachaty","Engineer","1988-04-10","1994-04-10"
102801,"Chanjung","Chachaty","Senior Engineer","1994-04-10","9999-01-01"
102802,"Mechthild","Speek","Senior Staff","1994-05-28","9999-01-01"
102802,"Mechthild","Speek","Staff","1989-05-28","1994-05-28"
102803,"Giri","Servi","Engineer","1988-12-21","1995-12-22"
102803,"Giri","Servi","Senior Engineer","1995-12-22","9999-01-01"
102804,"Xiaoqiang","Kolvik","Technique Leader","1988-06-10","1990-05-02"
